Title,Note,URL,Tags,Cuisine,Latitude,Longitude,Visited,City,State,Type
Turtle Tower,,https://www.google.com/maps/place/Turtle+Tower/data=!4m2!3m1!1s0x8085810066a57639:0x548c996c994ed43a,,Vietnamese,21.027873,105.852293,,,,Restaurant
Cafe Jolie,,https://www.google.com/maps/place/Cafe+Jolie/data=!4m2!3m1!1s0x808f81289601e5c7:0x7543253275f1ca68,,Café,-34.016307,151.065772,,,,Café / Coffee
Marica Restaurant,,https://www.google.com/maps/place/Marica+Restaurant/data=!4m2!3m1!1s0x80857de8fdd45793:0x4dfff28c6b75c6a3,,,50.644403,13.827636,,,,Restaurant
Monterey Fish Market,,https://www.google.com/maps/place/Monterey+Fish+Market/data=!4m2!3m1!1s0x80857eb0ba88974d:0xd4e53e14eb28be74,,Seafood,37.881743,-122.281547,,,,Market
Townhouse,,https://www.google.com/maps/place/Townhouse/data=!4m2!3m1!1s0x80857e6806c7181d:0x55aa4e2e4f116d1c,,,44.727276,-93.220273,,,,Restaurant
Yasukochi's Sweet Stop,,https://www.google.com/maps/place/Yasukochi's+Sweet+Stop/data=!4m2!3m1!1s0x808580b8ca58c9d1:0x175cb01eebd9c60b,,Dessert / Ice Cream,37.786684,-122.429759,,,,Ice Cream / Dessert
Great China,Peking duck,https://www.google.com/maps/place/Great+China/data=!4m2!3m1!1s0x80857e9d0ba3811b:0x8eb009586964780e,,Chinese,41.206973,115.48854,,,,Restaurant
Ma's Dimsum & Cafe,,https://www.google.com/maps/place/Ma's+Dimsum+%26+Cafe/data=!4m2!3m1!1s0x808580f253f7b9d1:0x80e3b172669ae8e2,,Chinese,42.350993,-71.060539,,,,Café / Coffee
OLD CAZ BEER,,https://www.google.com/maps/place/OLD+CAZ+BEER/data=!4m2!3m1!1s0x80844b49533dcb45:0xdb18c90b827fa266,,Wine / Bar,38.5369,-123.0964,,,,Bar
Rosamunde Sausage Grill,,https://www.google.com/maps/place/Rosamunde+Sausage+Grill/data=!4m2!3m1!1s0x808f7e40cd0660f5:0x5e028618b6aa9c,,American,37.751633,-122.418583,,,,Restaurant
Liang's Village,"Skipped their food stand in Sunnyvale bc line was too long, but I wanna try this",https://www.google.com/maps/place/Liang's+Village/data=!4m2!3m1!1s0x808fb5a11587a951:0xc2ab639255953939,,Chinese,37.321976,-122.032873,,,,Restaurant
Hot Sauce and Panko To Go,,https://www.google.com/maps/place/Hot+Sauce+and+Panko+To+Go/data=!4m2!3m1!1s0x808580ec7a58b619:0x884f16b51e7b45d7,,Deli / Sandwiches,37.7929,-122.4218,,,,Restaurant
Café Meuse,,https://www.google.com/maps/place/Caf%C3%A9+Meuse/data=!4m2!3m1!1s0x808581fa50f4991b:0xc01e72890ecfc0b5,,French,48.977477,5.350245,,,,Restaurant
Wakuriya,,https://www.google.com/maps/place/Wakuriya/data=!4m2!3m1!1s0x808f9fc888c795c3:0x4cf21c8cc9b3aa3c,,,37.521337,-122.3368,,,,Restaurant
The Fat Lady Bar & Restaurant,,https://www.google.com/maps/place/The+Fat+Lady+Bar+%26+Restaurant/data=!4m2!3m1!1s0x808f80b80828b015:0xf8eae8f889c1fbe4,,Bar,37.7953,-122.2763,,,,Bar
Diaz Brothers Tailors,Tailoring ,https://www.google.com/maps/place/Diaz+Brothers+Tailors/data=!4m2!3m1!1s0x80858085fea5d859:0x25f7b1f777fe13c9,,,37.7843,-122.4073,,,,Shop
Bistro Jeanty,French onion soup ,https://www.google.com/maps/place/Bistro+Jeanty/data=!4m2!3m1!1s0x8084555443f86131:0xc5ee78b373313dc,,French,38.4011,-122.3598,,,,Restaurant
Hai Ky Mi Gia,,https://www.google.com/maps/place/Hai+Ky+Mi+Gia/data=!4m2!3m1!1s0x80858090d14a95cb:0x3c861511a4f66b96,,Vietnamese,37.581348,-77.498037,,,,Restaurant
White Cap,Bar with fireplace,https://www.google.com/maps/place/White+Cap/data=!4m2!3m1!1s0x808f7d636a2a85d3:0x42e551848bbd705,,Bar,44.457041,-70.861452,,,,Bar
Last Call Bar,Bar with fireplace,https://www.google.com/maps/place/Last+Call+Bar/data=!4m2!3m1!1s0x808f7e1baa6ba859:0xc47595651e267237,,Bar,39.786714,-94.805739,,,,Bar
Heritage Restaurant & Bar,Bar with fireplace ,https://www.google.com/maps/place/Heritage+Restaurant+%26+Bar/data=!4m2!3m1!1s0x8085873db21bbb89:0x844f69a7032ce825,,Bar,47.732408,-122.140941,,,,Bar
The Riptide,Bar with fireplace ,https://www.google.com/maps/place/The+Riptide/data=!4m2!3m1!1s0x808f7d636e6953d3:0x7e54f44c74f38c0f,,Bar,37.741586,-122.505344,,,,Bar
Lost Marbles Brewery,Bar with fireplace,https://www.google.com/maps/place/Lost+Marbles+Brewery/data=!4m2!3m1!1s0x80858751d9540071:0x37ebe5ecfe74d3a3,,Brewery / Bar,37.7825,-122.4681,,,,Brewery
Shapeshifters Café,,https://www.google.com/maps/place/Shapeshifters+Caf%C3%A9/data=!4m2!3m1!1s0x808f80b9b61b0d5d:0xdbc7e77ba2cb8063,,Café,37.799165,-122.278141,,,,Café / Coffee
Spice Scottsdale,,https://www.google.com/maps/place/Spice+Scottsdale/data=!4m2!3m1!1s0x872b0bdb884c8c6d:0xed79148da24834f9,,,33.638313,-111.883984,,,,Restaurant
Middle Harbor Shoreline Park,,https://www.google.com/maps/place/Middle+Harbor+Shoreline+Park/data=!4m2!3m1!1s0x80857fd99d0ea545:0x66fc0e3b6651e65,,,37.8032,-122.32418,,,,Park / Nature
The Bureau 510,,https://www.google.com/maps/place/The+Bureau+510/data=!4m2!3m1!1s0x808f81b98c480373:0x8e2da5dd8354fc9e,,Bar,37.77448,-122.276966,,,,Bar
Wayfare Tavern,,https://www.google.com/maps/place/Wayfare+Tavern/data=!4m2!3m1!1s0x8085808a62f79413:0x3754c526852815b7,,American,37.794016,-122.40235,,,,Bar
CHALOS,"Churros, empanadas ",https://www.google.com/maps/place/CHALOS/data=!4m2!3m1!1s0x808f7de5c4dd4fcf:0x4eb902f4a5fe94cf,,Mexican,44.784504,4.729936,,,,Restaurant
Menya Kanemaru Golden Ramen,Yuzu ramen,https://www.google.com/maps/place/Menya+Kanemaru+Golden+Ramen/data=!4m2!3m1!1s0x808f7f5ea47d03d9:0x79b8ade7845fa3d7,,Japanese,37.770353,-122.422608,,,,Restaurant
Ly's Vietnamese Cuisine,Phở,https://www.google.com/maps/place/Ly's+Vietnamese+Cuisine/data=!4m2!3m1!1s0x808580db908b2a45:0xaeae94d18f6c8180,,Vietnamese,37.7999,-122.4314,,,,Restaurant
PPQ Beef Noodle House,Phở,https://www.google.com/maps/place/PPQ+Beef+Noodle+House/data=!4m2!3m1!1s0x8085876580c9ce43:0xf1eaf0702d54a319,,Chinese,37.763686,-122.477578,,,,Restaurant
Pho Ga,Phở,https://www.google.com/maps/place/Pho+Ga/data=!4m2!3m1!1s0x8085870de215fa17:0xb8b891e42fb033cf,,Vietnamese,21.042204,105.845347,,,,Restaurant
Viet Quan Vietnamese Noodle House,Phở,https://www.google.com/maps/place/Viet+Quan+Vietnamese+Noodle+House/data=!4m2!3m1!1s0x808f7d6ea4ec6ca1:0xd84d8094eb45e1d4,,Chinese,37.784,-122.409,,,,Restaurant
Thanh Tam II,Phở,https://www.google.com/maps/place/Thanh+Tam+II/data=!4m2!3m1!1s0x887f80cfad6b9c99:0xba882c15c976fd59,,Vietnamese,37.763718,-122.421609,,,,Restaurant
Martuni's,Martini and piano bar,https://www.google.com/maps/place/Martuni's/data=!4m2!3m1!1s0x8085809fc1d9fd7f:0x3c302f46424a3609,,Bar,37.772128,-122.422773,,,,Bar
The Cheese Steak Shop,,https://www.google.com/maps/place/The+Cheese+Steak+Shop/data=!4m2!3m1!1s0x808f8741ea3c9293:0xe656413d00e4962d,,,37.768276,-122.232562,,,,Restaurant
Tsukuda Fruit Stand,,https://www.google.com/maps/place/Tsukuda+Fruit+Stand/data=!4m2!3m1!1s0x808fc95b71694ea7:0x36f649ab2d81e8b1,,,37.3959022,-121.9176571,,,,Restaurant
Porto's Bakery and Cafe,,https://www.google.com/maps/place/Porto's+Bakery+and+Cafe/data=!4m2!3m1!1s0x80dd2be873acecc5:0xf2588c28c6f67fbf,,Café,34.150415,-118.255312,,,,Bakery
ICHIRAN Downtown Brooklyn,,https://www.google.com/maps/place/ICHIRAN+Downtown+Brooklyn/data=!4m2!3m1!1s0x89c25b2b5d558fc1:0x72108878e043c44d,,Japanese,40.6926,-73.9896,,,,Restaurant
Ichiran,,https://www.google.com/maps/place/Ichiran/data=!4m2!3m1!1s0x89c25c0034670c0f:0xe65b1b2bc6ad199d,,Japanese,35.690598,139.702758,,,,Restaurant
ICHIRAN Ramen NY Times Square,,https://www.google.com/maps/place/ICHIRAN+Ramen+NY+Times+Square/data=!4m2!3m1!1s0x89c259598989a063:0x8f1595e92419e152,,Japanese,40.7587,-73.9843,,,,Restaurant
Gao Viet Kitchen,Pho,https://www.google.com/maps/place/Gao+Viet+Kitchen/data=!4m2!3m1!1s0x8085872470ab1ffb:0xbda5fb88a30409d2,,Vietnamese,37.763682,-122.478431,,,,Restaurant
Bus Stop,Old bar,https://www.google.com/maps/place/Bus+Stop/data=!4m2!3m1!1s0x808580db4ece278b:0xc5b460e75afbac76,,American,33.582393,73.044289,,,,Restaurant
Bottaia Winery,,https://www.google.com/maps/place/Bottaia+Winery/data=!4m2!3m1!1s0x80db794372f63e41:0x3d968fb669da617,,Wine / Bar,33.5269,-117.0543,,,,Winery
Avensole Winery,,https://www.google.com/maps/place/Avensole+Winery/data=!4m2!3m1!1s0x80db7920905acf77:0x4fbea5c5ebf40b2a,,Wine / Bar,33.5374,-117.0839,,,,Winery
Plank,,https://www.google.com/maps/place/Plank/data=!4m2!3m1!1s0x808f80c87bf179a5:0x304aed7e835970fb,,Brewery / Bar,48.548781,13.353637,,,,Bar
UKA,,https://www.google.com/maps/place/UKA/data=!4m2!3m1!1s0x80c2bf2328502c17:0xd82456d6278ca37f,,,39.422519,-111.714358,,,,Restaurant
DAYTRIP,,https://www.google.com/maps/place/DAYTRIP/data=!4m2!3m1!1s0x80857d9e20fa00fb:0x15b7e67e9cfa4d9c,,Bar,37.831902,-122.263533,,,,Bar
Mermaid Oyster Bar,,https://www.google.com/maps/place/Mermaid+Oyster+Bar/data=!4m2!3m1!1s0x89c2599211bc0e53:0xa7a795159544d213,,Seafood,40.729148,-74.00137,,,,Bar
Pizzaiolo,,https://www.google.com/maps/place/Pizzaiolo/data=!4m2!3m1!1s0x80857de1012bd661:0x35a292bcedf52b5d,,Italian,51.497387,-0.305761,,,,Restaurant
Brantford,Phil Hartman mural,https://www.google.com/maps/place/Brantford/data=!4m2!3m1!1s0x882c65e278ea730f:0x353da5a5a466f9e0,,,43.140816,-80.263173,,,,Restaurant
"La Boulangerie de San Francisco, Cole Valley",,"https://www.google.com/maps/place/La+Boulangerie+de+San+Francisco,+Cole+Valley/data=!4m2!3m1!1s0x80858755aa03c549:0x37ead9acf91805",,French,37.764789,-122.449644,,,,Bakery
Delage,,https://www.google.com/maps/place/Delage/data=!4m2!3m1!1s0x808f80b74a2320ef:0x95adbaf8182a713b,,Bar,44.525186,0.200823,,,,Bar
R & G Lounge,Salt & pepper crab,https://www.google.com/maps/place/R+%26+G+Lounge/data=!4m2!3m1!1s0x8085808b1bd80155:0x89a88d9eefd494cb,,Seafood,37.794097,-122.404903,,,,Bar
Berlin Doner & Kebab House,,https://www.google.com/maps/place/Berlin+Doner+%26+Kebab+House/data=!4m2!3m1!1s0x8085815c91cdd859:0x4f5ba73a9b2da239,,Mediterranean,37.788289,-122.415311,,,,Restaurant
TONGA ROOM & HURRICANE BAR,Anthony Bourdain went here,https://www.google.com/maps/place/TONGA+ROOM+%26+HURRICANE+BAR/data=!4m2!3m1!1s0x8085808d1ad53055:0xef5f5fa21e8d5af9,,Bar,37.792141,-122.410008,,,,Bar
TLT & Grill Soup,,https://www.google.com/maps/place/TLT+%26+Grill+Soup/data=!4m2!3m1!1s0x808fb5aeff8e7d21:0x680ff414e4c5c61a,,American,37.3235922,-122.0299727,,,,Restaurant
Chapeau,,https://www.google.com/maps/place/Chapeau/data=!4m2!3m1!1s0x8085873980f141b3:0xc0494cd294188202,,French,46.489849,3.519804,,,,Restaurant
Wako Japanese Restaurant,,https://www.google.com/maps/place/Wako+Japanese+Restaurant/data=!4m2!3m1!1s0x808587397d5029af:0xf8a6de6eb104fd1b,,Japanese,35.852313,-86.400395,,,,Restaurant
Oishinbo Sushi,To-go sushi,https://www.google.com/maps/place/Oishinbo+Sushi/data=!4m2!3m1!1s0x8085876cb47eecc1:0x7388a823c5a0952c,,Japanese,37.7649,-122.4429,,,,Restaurant
Le Soleil,,https://www.google.com/maps/place/Le+Soleil/data=!4m2!3m1!1s0x8085873981bda673:0x6633ee39273e017,,French,46.117858,5.080801,,,,Restaurant
Sunset Tower Hotel,,https://www.google.com/maps/place/Sunset+Tower+Hotel/data=!4m2!3m1!1s0x80c2bebfad631d3d:0xa2d7337783eb0b8e,,,34.09509,-118.37212,,,,Hotel
Bloom pizzeria,,https://www.google.com/maps/place/Bloom+pizzeria/data=!4m2!3m1!1s0x808f81eac389eb49:0x464b5047b95726b1,,Italian,41.520904,-87.651185,,,,Restaurant
JAPADOG (South Vancouver),,https://www.google.com/maps/place/JAPADOG+(South+Vancouver)/data=!4m2!3m1!1s0x54867565623d9499:0xa3889fc17b936446,,Japanese,49.2124,-123.1014,,,,Restaurant
Sumiya,,https://www.google.com/maps/place/Sumiya/data=!4m2!3m1!1s0x808fb5603d6ab961:0x9d6806089597b2c8,,,18.898949,-99.194829,,,,Restaurant
Oyuki Sushi & Peruvian Cuisine,,https://www.google.com/maps/place/Oyuki+Sushi+%26+Peruvian+Cuisine/data=!4m2!3m1!1s0x808e41bac4d2400d:0x6f0caea72ecea913,,Japanese,36.9716121,-122.0251575,,,,Restaurant
alaMar Dominican Kitchen,,https://www.google.com/maps/place/alaMar+Dominican+Kitchen/data=!4m2!3m1!1s0x808f8752cf4df97f:0xa2dfa6660d32ae12,,Latin American,37.811456,-122.264498,,,,Restaurant
Sobre Mesa,,https://www.google.com/maps/place/Sobre+Mesa/data=!4m2!3m1!1s0x808f811e57310af3:0x7fdf3f819d965fe,,Latin American,37.805781,-122.268583,,,,Restaurant
Spices 3 辣妹子,,https://www.google.com/maps/place/Spices+3+%E8%BE%A3%E5%A6%B9%E5%AD%90/data=!4m2!3m1!1s0x808f80b43ce2a90d:0x95429d5e7dd07c29,,Chinese,37.7801,-122.4676,,,,Restaurant
Popoca Oakland,,https://www.google.com/maps/place/Popoca+Oakland/data=!4m2!3m1!1s0x808f81131ae8f823:0x14040cd04c7292a1,,Latin American,37.801593,-122.27424,Yes,,,Restaurant
Parche,,https://www.google.com/maps/place/Parche/data=!4m2!3m1!1s0x808f8173f75b5a1b:0x485854659d8318ce,,Latin American,28.349423,84.095952,,,,Restaurant
Wunderbar,,https://www.google.com/maps/place/Wunderbar/data=!4m2!3m1!1s0x808f9f19bba99043:0x518b2561bea89fe8,,Bar,55.741647,37.609861,,,,Bar
Kozy Kar,Dirty bar,https://www.google.com/maps/place/Kozy+Kar/data=!4m2!3m1!1s0x808580eb2f42e371:0x5f8189b9a2646fe5,,Bar,37.791365,-122.42072,,,,Bar
Grossman's Noshery & Bar,Jewish deli,https://www.google.com/maps/place/Grossman's+Noshery+%26+Bar/data=!4m2!3m1!1s0x808439aa575231f3:0xa1348b24813434b5,,Deli / Sandwiches,38.437875,-122.720896,,,,Bar
Trestles Restaurant,,https://www.google.com/maps/place/Trestles+Restaurant/data=!4m2!3m1!1s0x808e1509f540bdff:0x9b7e5a068f2c09b2,,,33.3781,-117.5893,,,,Restaurant
Internet Archive,,https://www.google.com/maps/place/Internet+Archive/data=!4m2!3m1!1s0x808587003a52e001:0x36d65c384057a775,,,37.782289,-122.471571,,,,Experience
New York Botanical Garden,,https://www.google.com/maps/place/New+York+Botanical+Garden/data=!4m2!3m1!1s0x89c2f37cb80715c9:0xd73f5ca83441153f,,,40.862243,-73.877154,,,,Restaurant
Oakland Aviation Museum,,https://www.google.com/maps/place/Oakland+Aviation+Museum/data=!4m2!3m1!1s0x808f85b174bf90e9:0xbdcb25b194d6432,,,37.733122,-122.212224,,,,Museum
James Dean Memorial Junction,,https://www.google.com/maps/place/James+Dean+Memorial+Junction/data=!4m2!3m1!1s0x80eca59748208b1b:0x6fbe381dd7381c47,,,35.734621,-120.284384,,,,Restaurant
Social Cafe,,https://www.google.com/maps/place/Social+Cafe/data=!4m2!3m1!1s0x808f7f6c9aa73a25:0xf74c084ed3a28163,,Café,37.775941,-122.402946,,,,Café / Coffee
Prime Seafood Palace,Matty Matheson,https://www.google.com/maps/place/Prime+Seafood+Palace/data=!4m2!3m1!1s0x882b35298d7eb1d9:0x4f42f6bad5957f3c,,Seafood,43.6474,-79.3995,,,,Restaurant
Forbidden Island,Tiki bar,https://www.google.com/maps/place/Forbidden+Island/data=!4m2!3m1!1s0x808f86d2fdb659bb:0x44465e5d94b6b023,,Bar,23.883631,-76.268376,,,,Bar
Avila Beach,,https://www.google.com/maps/place/Avila+Beach/data=!4m2!3m1!1s0x80ecf9e6b040f13f:0xa84df9813e90d832,,,35.179975,-120.731841,,,,Park / Nature
Swiss Louis Italian & Seafood Restaurant,,https://www.google.com/maps/place/Swiss+Louis+Italian+%26+Seafood+Restaurant/data=!4m2!3m1!1s0x808580fc8bb3211d:0x90332c3b0b41098a,,Italian,37.8087,-122.4098,,,,Restaurant
Matterhorn Restaurant and Bakery,,https://www.google.com/maps/place/Matterhorn+Restaurant+and+Bakery/data=!4m2!3m1!1s0x80858183372709e7:0x59be6080c8c27a3e,,Italian,37.7972,-122.424,,,,Bakery
Saloon,,https://www.google.com/maps/place/Saloon/data=!4m2!3m1!1s0x80dce5b51efaa0b9:0x6c47175d330860f,,,13.32982,74.724945,,,,Bar
C'est La Vie,,https://www.google.com/maps/place/C'est+La+Vie/data=!4m2!3m1!1s0x80dce5b549b136b5:0xf8e0c73b80b29a02,,,-33.842768,18.635819,,,,Restaurant
Wooden Spoon,Breakfast,https://www.google.com/maps/place/Wooden+Spoon/data=!4m2!3m1!1s0x808f7fe145f6bf07:0xa478647715ca9b3,,,37.766653,-122.430382,,,,Restaurant
Palm City,Drink wine and work,https://www.google.com/maps/place/Palm+City/data=!4m2!3m1!1s0x8085870984eb6455:0x494b0682fb73bc1c,,Bar,27.171392,-80.284222,,,,Bar
Yaoya-San,,https://www.google.com/maps/place/Yaoya-San/data=!4m2!3m1!1s0x8085791d2bcf4237:0xdb6c0f70c84abf12,,,37.910992,-122.307733,,,,Restaurant
Alimento,,https://www.google.com/maps/place/Alimento/data=!4m2!3m1!1s0x808580f170c1c28f:0x3a132d2aec5ba1cf,,,48.849945,2.352137,,,,Restaurant
Bistro Central Parc Restaurant,French,https://www.google.com/maps/place/Bistro+Central+Parc+Restaurant/data=!4m2!3m1!1s0x808580b28d70f7f1:0x8b18611019cdb547,,French,37.774997,-122.444431,,,,Restaurant
Franklin Canyon -Hastain Trailhead,In Star Trek episode Paradise Syndrome ,https://www.google.com/maps/place/Franklin+Canyon+-Hastain+Trailhead/data=!4m2!3m1!1s0x80c2bc3546902d7b:0xdb157689dc048150,,,34.1113,-118.4152,,,,Park / Nature
Murasaki Fine Futon Shop,,https://www.google.com/maps/place/Murasaki+Fine+Futon+Shop/data=!4m2!3m1!1s0x80857dc4e5ad8f35:0x619484ea509d24e7,,,37.8491536,-122.252073,,,,Shop
La Farine Boulangerie Patisserie,,https://www.google.com/maps/place/La+Farine+Boulangerie+Patisserie/data=!4m2!3m1!1s0x80857dc56b282ae5:0xf7a60a06468636f9,,French,45.456105,5.636689,,,,Bakery
Plage des Bas Sablons,,https://www.google.com/maps/place/Plage+des+Bas+Sablons/data=!4m2!3m1!1s0x480e81f8763923e5:0xc2beeebb77422547,,,48.63829,-2.019491,,,,Restaurant
Plage du Prieuré,,https://www.google.com/maps/place/Plage+du+Prieur%C3%A9/data=!4m2!3m1!1s0x480e80cc3f213bfb:0x6920fb6f6fa42715,,,48.625666,-2.053204,,,,Restaurant
MINIBOSS,Drink beer and play arcade games ,https://www.google.com/maps/place/MINIBOSS/data=!4m2!3m1!1s0x808fcd4ec056dfdf:0x7cd022d0df9c009e,,Bar,37.336589,-121.889186,,,,Bar
Sushi Yasuda,Chef Yasuda was on Bourdain,https://www.google.com/maps/place/Sushi+Yasuda/data=!4m2!3m1!1s0x89c259031cfa96d1:0xb48caafcb427629c,,Japanese,34.826079,134.69243,,,,Restaurant
Alamere Falls,,https://www.google.com/maps/place/Alamere+Falls/data=!4m2!3m1!1s0x8085ea6d7d0964f5:0x633ac4295073ec8c,,,37.953737,-122.783353,,,,Park / Nature
Blake Garden UC Berkeley,,https://www.google.com/maps/place/Blake+Garden+UC+Berkeley/data=!4m2!3m1!1s0x8085796c7e2c6ed5:0x9242c12b81fa5319,,,37.9136,-122.2848,,,,Park / Nature
Menya Shono,You’ve been to the SF location (Mensho),https://www.google.com/maps/place/Menya+Shono/data=!4m2!3m1!1s0x808599e11148a087:0x2e2abfde76671cec,,Japanese,37.9731315,-122.5263712,,,,Restaurant
Super Mira,,https://www.google.com/maps/place/Super+Mira/data=!4m2!3m1!1s0x808580b8ca58c9d1:0x186dae5997ebc1c0,,,37.786637,-122.429873,,,,Market
The Caprice,"Check, please",https://www.google.com/maps/place/The+Caprice/data=!4m2!3m1!1s0x8085847ecc42177b:0x287f85a2201bdad0,,American,40.738353,-74.06285,,,,Restaurant
Bombera,"Check, Please ",https://www.google.com/maps/place/Bombera/data=!4m2!3m1!1s0x808f8713574e6583:0x709f1807dd19d5f2,,Latin American,37.799482,-122.215346,,,,Restaurant
SPQR,,https://www.google.com/maps/place/SPQR/data=!4m2!3m1!1s0x808580c792054409:0x9fc62e607af74aa6,,Italian,47.552965,19.075211,,,,Restaurant
Tartine Bakery,,https://www.google.com/maps/place/Tartine+Bakery/data=!4m2!3m1!1s0x808f7e1807365605:0x601f7a97f0ce6c6b,,Bakery,37.761455,-122.423945,,,,Bakery
Anchor Electronics,,https://www.google.com/maps/place/Anchor+Electronics/data=!4m2!3m1!1s0x808fca25ba26dfd5:0xc0ca43e28395709a,,,17.473897,78.570448,,,,Shop
Reperch,,https://www.google.com/maps/place/Reperch/data=!4m2!3m1!1s0x808f79ad8e583885:0xe5e9a8c252bfcb68,,,37.854514,-122.291443,,,,Shop
The Shady Dell,Stacy recommended ,https://www.google.com/maps/place/The+Shady+Dell/data=!4m2!3m1!1s0x86d0b446bab86a81:0x2f90bd748f7dfdac,,,31.43034,-109.892294,,,,Restaurant
Dawn Ranch,,https://www.google.com/maps/place/Dawn+Ranch/data=!4m2!3m1!1s0x80841f59a628f065:0xc60641eef08df6bb,,,32.963737,-117.192195,,,,Hotel
Pho 2000,Pho to try,https://www.google.com/maps/place/Pho+2000/data=!4m2!3m1!1s0x808581c399e97b9f:0x91b4a82dd99c3a58,,Vietnamese,34.075081,-118.309407,,,,Restaurant
Huddart Park,Hiking,https://www.google.com/maps/place/Huddart+Park/data=!4m2!3m1!1s0x808fa12ffeca116f:0xb193b181dd22e2b2,,,37.435444,-122.296057,,,,Park / Nature
Standard Deviant Brewing,Beer,https://www.google.com/maps/place/Standard+Deviant+Brewing/data=!4m2!3m1!1s0x808f7e21474dc681:0xcab142f3b60e8df3,,Brewery / Bar,37.758766,-122.38396,,,,Brewery
Butter & Crumble,Croissants,https://www.google.com/maps/place/Butter+%26+Crumble/data=!4m2!3m1!1s0x808581c387a8b12f:0x786e8f4be25357e2,,French,37.805078,-122.409658,,,,Bakery
the rice factory New York,,https://www.google.com/maps/place/the+rice+factory+New+York/data=!4m2!3m1!1s0x89c293da20c8a4b7:0xfb115f5cc95457c5,,,40.7393,-73.9882,,,,Restaurant
Mill Valley Public Library,,https://www.google.com/maps/place/Mill+Valley+Public+Library/data=!4m2!3m1!1s0x8085906bf89ee0a1:0x21c96a71f0b54777,,,37.906002,-122.554217,,,,Library
SIS Building,James Bond’s boss works here,https://www.google.com/maps/place/SIS+Building/data=!4m2!3m1!1s0x487604ee95b8ef29:0x45ab89afa9a2714e,,,51.487264,-0.124354,,,,Restaurant
Stanley Hotel,Inspiration for The Shining,https://www.google.com/maps/place/Stanley+Hotel/data=!4m2!3m1!1s0x876965f3f19aec35:0x68e1f93ba638688,,,53.039821,-121.71852,,,,Hotel
John's Grill,I have a glass from here,https://www.google.com/maps/place/John's+Grill/data=!4m2!3m1!1s0x8085808f552ed37b:0xe69d0ef5e2aec46f,,American,6.917062,122.075387,,,,Restaurant
Doppio Zero San Francisco,,https://www.google.com/maps/place/Doppio+Zero+San+Francisco/data=!4m2!3m1!1s0x80858098bf18d5b5:0xa54cb5627c85e368,,Italian,37.776796,-122.422768,,,,Restaurant
Suppenküche,,https://www.google.com/maps/place/Suppenk%C3%BCche/data=!4m2!3m1!1s0x808580a24ec2f6f1:0x2117f92303bb4bf5,,German,52.565871,13.39468,,,,Restaurant
Cracked & Battered,,https://www.google.com/maps/place/Cracked+%26+Battered/data=!4m2!3m1!1s0x808f7fd93da851bd:0x75242ebc519b4d69,,,37.762636,-122.397342,,,,Restaurant
BOK Tower,Half-size World Trade Center building designed by Minoru Yamasaki,https://www.google.com/maps/place/BOK+Tower/data=!4m2!3m1!1s0x87b6eb78ef1c2579:0x1e3beac9076e43ee,,,36.155115,-95.990595,,,,Restaurant
Capital,,https://www.google.com/maps/place/Capital/data=!4m2!3m1!1s0x8085808b58a71a5d:0x75440dd503b8bff1,,,48.455818,-123.47338,,,,Restaurant
Del Popolo,,https://www.google.com/maps/place/Del+Popolo/data=!4m2!3m1!1s0x8085808dc2a02303:0x65859a8c13592c08,,Italian,41.911473,12.476546,,,,Restaurant
Pho Tick Tock Restaurant,,https://www.google.com/maps/place/Pho+Tick+Tock+Restaurant/data=!4m2!3m1!1s0x808fcd08073f23b3:0x27515ac20af96137,,Vietnamese,37.371946,-121.846128,,,,Restaurant
Duke of Edinburgh,,https://www.google.com/maps/place/Duke+of+Edinburgh/data=!4m2!3m1!1s0x808fb5963ec3c0e5:0x172db7a3d9fd6b8f,,,51.537197,0.034792,,,,Restaurant
Heidi's Pies Restaurant,,https://www.google.com/maps/place/Heidi's+Pies+Restaurant/data=!4m2!3m1!1s0x808f9ef7e7abd80b:0xfae8728be3d87649,,,37.548999,-122.310263,,,,Restaurant
Mélisse Restaurant,,https://www.google.com/maps/place/M%C3%A9lisse+Restaurant/data=!4m2!3m1!1s0x80c2a4c4528cf3ed:0x5423b7fd136ee520,,,45.498263,-73.557984,,,,Restaurant
The Wellesbourne,,https://www.google.com/maps/place/The+Wellesbourne/data=!4m2!3m1!1s0x80c2bba2fbecdff5:0x2a67ca70b2b53da2,,,34.039414,-118.430396,,,,Restaurant
Father's Office,,https://www.google.com/maps/place/Father's+Office/data=!4m2!3m1!1s0x80c2a4b9f955f87f:0xe2f44e06c250c920,,,-37.81054,144.964596,,,,Restaurant
Taylor's Steak House,Phil’s choice (culotte steak),https://www.google.com/maps/place/Taylor's+Steak+House/data=!4m2!3m1!1s0x80c2b8819cc9788d:0xc3dcc2f6f5dcb4ed,,Steakhouse,37.341516,-85.36398,,,,Restaurant
Flour & Branch,,https://www.google.com/maps/place/Flour+%26+Branch/data=!4m2!3m1!1s0x808f7fb786ebd377:0x6efa55d235a0c6d8,,,37.781579,-122.39596,,,,Bakery
Aptos St. BBQ,Syd recommended BBQ,https://www.google.com/maps/place/Aptos+St.+BBQ/data=!4m2!3m1!1s0x808e1678f961103f:0xc1325bf989f55c66,,American,36.976815,-121.899495,,,,Restaurant
